timestamp,strategy,round,client_id,metric,value
2025-12-04 17:08:22,cyclic,1,client_2,auc,0.9059254465289388
2025-12-04 17:08:22,cyclic,1,client_2,f1,0.5756999873305461
2025-12-04 17:08:22,cyclic,1,client_2,num-examples,9769
2025-12-04 17:08:22,cyclic,2,client_3,auc,0.9069127158912466
2025-12-04 17:08:22,cyclic,2,client_3,f1,0.4939503290171938
2025-12-04 17:08:22,cyclic,2,client_3,num-examples,9769
2025-12-04 17:08:23,cyclic,3,client_1,auc,0.9067850802806406
2025-12-04 17:08:23,cyclic,3,client_1,f1,0.5273245864232744
2025-12-04 17:08:23,cyclic,3,client_1,num-examples,9769
2025-12-04 17:08:23,cyclic,4,client_0,auc,0.9070398910351625
2025-12-04 17:08:23,cyclic,4,client_0,f1,0.5175761633746234
2025-12-04 17:08:23,cyclic,4,client_0,num-examples,9769
2025-12-04 17:08:23,cyclic,5,client_4,auc,0.9032002607622865
2025-12-04 17:08:23,cyclic,5,client_4,f1,0.5110792635872561
2025-12-04 17:08:23,cyclic,5,client_4,num-examples,9769
2025-12-04 17:08:24,cyclic,6,client_2,auc,0.9057947603265123
2025-12-04 17:08:24,cyclic,6,client_2,f1,0.5089550598835293
2025-12-04 17:08:24,cyclic,6,client_2,num-examples,9769
2025-12-04 17:08:24,cyclic,7,client_3,auc,0.9058298996907851
2025-12-04 17:08:24,cyclic,7,client_3,f1,0.5036908380373426
2025-12-04 17:08:24,cyclic,7,client_3,num-examples,9769
2025-12-04 17:08:24,cyclic,8,client_1,auc,0.9074680962775988
2025-12-04 17:08:24,cyclic,8,client_1,f1,0.5328871451650127
2025-12-04 17:08:24,cyclic,8,client_1,num-examples,9769
2025-12-04 17:08:24,cyclic,9,client_0,auc,0.9066270538685015
2025-12-04 17:08:24,cyclic,9,client_0,f1,0.5168263873412079
2025-12-04 17:08:24,cyclic,9,client_0,num-examples,9769
2025-12-04 17:08:25,cyclic,10,client_4,auc,0.9033046715842207
2025-12-04 17:08:25,cyclic,10,client_4,f1,0.5113611294948158
2025-12-04 17:08:25,cyclic,10,client_4,num-examples,9769
